InvoiceNo,ExtractedText
182,"['1 | 3 ‘', '* =|rpIoa wn 5 3 fos Pos #308 S57 78 8F795', '* =|rpIoa wn 5 3 fos Pos #308 S57 78 8F795', '* =|rpIoa wn 5 3 fos Pos #308 S57 78 8F795', '‘ x a S Ora 2m & a < os aaa SZ', 'oo | 2 a |W alz| |2 a] 9 Sah agoe 2a eee has phase 33', 'oo | 2 a |W alz| |2 a] 9 Sah agoe 2a eee has phase 33', '2 Oo oQ oO > 6 a AR 2 8Q8 SERRE = cw wo', '| 12) e | 7 aa Se spa Po gore FE 9 = 285353285', '| [Bl w * a 3 Beze262 3283 53 hs e225 808 35', '| [Bl w * a 3 Beze262 3283 53 hs e225 808 35', 'ow = 3 Sa 5842588 &e2#e fhe < ao >6 cw', 'ow = 3 Sa 5842588 &e2#e fhe < ao >6 cw', ' & 3 Wi a 2 2 w Go x Ge o bi)', '5 | S| 3 P5294 ba 22853 235 eRaz ego 6', '5 | S| 3 P5294 ba 22853 235 eRaz ego 6', '5 o a 74 AAR SR SR OzR Sa a aote2 ESRaR', '@ ; a a AG onM oR a g% 3235 < a2q8 o5 50', '“ Se aS PRU SeSBe ae > tsa > 369', '~@ mi s e@eas <Stesiiweg o S529 7435 OF', '\\ = 3 : m & 233 =pSes oo 2h %7=x8 =', '= 2 | a {\\3 0 ore Ee 525 505 2a >5 6 @232 55% 8 =', '= 2 | a {\\3 0 ore Ee 525 505 2a >5 6 @232 55% 8 =', '= 2 | a {\\3 0 ore Ee 525 505 2a >5 6 @232 55% 8 =', '= 2 | a {\\3 0 ore Ee 525 505 2a >5 6 @232 55% 8 =', '> — 3 Fane aa 2a 28 8s2 Sanofe=< 8', '> — 3 Fane aa 2a 28 8s2 Sanofe=< 8', 'a a Pas et a SR 8 aa5 Be geF<3238 4 See sak we', '2831/8 : | S @ G5 8g ake ce Ssh ae fas sategge <&', '2831/8 : | S @ G5 8g ake ce Ssh ae fas sategge <&', '2831/8 : | S @ G5 8g ake ce Ssh ae fas sategge <&', 'a rr > 71D Sc Os ob 5 0 oO Mf 3G =P', '&2n}3 % 4-4 Bee 28533292368! Qa sz =', '= 9 aa gq 7 ~ © Oo u', '= 3) a. a we 8 @ as aA = aa =, &', 'o “= =| Qo oy oO aay =~ Ss Se Se >', '""lS a { Se >a oeas 5 3x3 GF T+ o es®adga ae', '""lS a { Se >a oeas 5 3x3 GF T+ o es®adga ae', 'sat \\ 3 < as $34 35 mShseaSa5< 3 = o3F33 au', ""' = ; a qs o> o << N <a yt a = o"", ""' = ; a qs o> o << N <a yt a = o"", 'a : | - .* wo 5 qj a @ @o a o noo oO °', 'Na oO; a~8 Sos aa%73 89 Ho tas a9', 'Sse al | a1 $8;-8aa% Bf,8 8 8F5 "">#o p55 2!', '~A< 3 | @ <e ‘Ss a2 §& Ss S876 Ree ”', 'Ag 3 os el ge, 2 g8& e235 a5s8 se2eise $2', 's 33 QO] g#$3 25 826s P55 8 ee se ae 2', 's 33 QO] g#$3 25 826s P55 8 ee se ae 2', 'aoe 2 js] Bace 53 ® ors Skee aha Shehses ;', 'aoe 2 js] Bace 53 ® ors Skee aha Shehses ;', 'w24 / & @| #883 78 28hq ORES S55 9 fee', 'R28 ¢ lsja| 838 38 eSeg 3588 eR aS det se', 'ae 3 a3 <2 32 e Se SSS 6 tah @aoass &', '2 < oo <a qo w Tow Qe 2a', 'ee 0 jal?) 9 3 Se 9 Se BaF e 2 28eg2i8y', 'ee 0 jal?) 9 3 Se 9 Se BaF e 2 28eg2i8y', '®2, — fm ou — 30 — oc = 3a ao > ae ees eu 2', '®2, — fm ou — 30 — oc = 3a ao > ae ees eu 2', 'ate y -_ ; 12) oe = i oc S > m wa 3 a ow > 3 oO', 'ate y -_ ; 12) oe = i oc S > m wa 3 a ow > 3 oO', '353 8 : So fs £ 8, Bes oe essa 52', '353 8 : So fs £ 8, Bes oe essa 52', '353 8 : So fs £ 8, Bes oe essa 52', 'a ” | e 28 es 3 =s age 32283250', ', @ Os ow a 3& 88a Ss o> = Sa8 22', 'a oO ; =U 4 e 3 SS 8 346 5 274085 a', 'a oO ; =U 4 e 3 SS 8 346 5 274085 a', '8: o;g aS 5° 30 O23 a2 9 o% 5 wt', '8: o;g aS 5° 30 O23 a2 9 o% 5 wt', '8: o;g aS 5° 30 O23 a2 9 o% 5 wt', 'BBL [cts = w =/8! & cH 88 3 fa 798 = ae 38 ecR eas', '=nv a 7 — mm “ny + = fifo oO. OOo sn 25', '835 $ oie] 2 sz gs 5 os 2483 ash S788 78', '835 $ oie] 2 sz gs 5 os 2483 ash S788 78', '835 $ oie] 2 sz gs 5 os 2483 ash S788 78', 'i 0 @)< aa x3 oo: “+ a 3° %4¢ 3', ': m ~#18) 8 33 Be ¢ es f° 5° Bee G gos 35', 'a + ""8) a @8 82 2 S38 ¢ -ag g72399% 5s', 'ee Se MES e og 8 ee § 32 S378 S28 Fo', '52 a1 3 22 <5 3 &f a £8 ages oa 38', '52 a1 3 22 <5 3 &f a £8 ages oa 38', '7 «| = g a} 8 &$ B= 8 Se e se aeE88 Bo', '22 0. sss 72', '7 Olu © Dd ~ 6 BH o& 24 c &ESao2ae qa', ""3 ~ ' o #90 § B 3 £9 eee ae"", ""3 ~ ' o #90 § B 3 £9 eee ae"", 'S35 eae Se 2b Gh OE G8 2 S A822 828 os', 'S35 eae Se 2b Gh OE G8 2 S A822 828 os', '3536 8 5 tn se of eo 68 2 F [Sap aka fa', '-m -_> = o o ~ ~ ae ae 2 Os cs)', 'gag a de S; S| gg 3 Ae 2 Gh 2s a8 &88e 3', 'gag a de S; S| gg 3 Ae 2 Gh 2s a8 &88e 3', 'e825 3 oO 3 + ce o o= oD rt) — 3 “ Ox io', 'Sats a “1 eS S| & sg 2s @g2 8 $§ 88 2 88 8', 'x Sia D > 3 Ss ofS 8 FE Q 4 s3 3 S23', 'x Sia D > 3 Ss ofS 8 FE Q 4 s3 3 S23', 'x Sia D > 3 Ss ofS 8 FE Q 4 s3 3 S23', '""alg a a “2s 3 S28 8 BS 3 ¢ ta 2 3 S.', '""alg a a “2s 3 S28 8 BS 3 ¢ ta 2 3 S.', '""alg a a “2s 3 S28 8 BS 3 ¢ ta 2 3 S.', '= o Go = ~_o = — | lO 55', 'a) = @ x vba Ss. = 5.8% 95 3 SF 3', '=* a 3 33 8 g2 $8 g5 8 &2 3', 'v0 e ; a a3 iy a§ 3 3 aM 4 ° ® 3 3', '| = i 8 Sim 3 f= & @&@ az 2 oa', '| = i 8 Sim 3 f= & @&@ az 2 oa', '® J a a2 3 8 9 oS ao 2 25% ¢', '; COR sS$ & 8 o 3 so MF 35 §.', '; COR sS$ & 8 o 3 so MF 35 §.', '5 Bes #8 2 ge 288 c3 8', '5 Bes #8 2 ge 288 c3 8', '5 Bes #8 2 ge 288 c3 8', '. eS 2 ¢ 7 of 2 ff &5 Bo 2', '. eS 2 ¢ 7 of 2 ff &5 Bo 2', '. eS 2 ¢ 7 of 2 ff &5 Bo 2', 'Q 5 & -3 ¢ 3 2g 3.5 6', 'Q 5 & -3 ¢ 3 2g 3.5 6', 'i. a 2 85 8 32 o Go 8', '9 SF 8 ~8 ® § as me ®', '2. ne 8 $a g gy a 8', '0 a aa 8 ce 6 3 eS a', '3 8 fe # 88 & g a 2', '3 8 fe # 88 & g a 2']"
183,"['12/20/2018 CTR32A00787-F-1.jpg (4160x3120)', '— | 4 ‘ wiOe ZI 20 i', 'auth Wg 4. hs - ZN, * BULL 8980 ABAisQ 30 ajeg paypanuey)', '— io 1enaay Sf 6,\\ | es ah', 'Siar it of a1eq aunyedag “rl whi afive a, va? owen 2M ; ay] 05 bios 404 [2ut3 nag: €', '© Patonaysut $e anoge papnujsu se “vonepodsues 30) siuswnIep 6 BAoge', 'a i . es ae ee eal. : 4 » ; e ——eT., .', 'i en Le <ON SION THeaUEISUG, | OF IVE BAO ) AdOD BO te win aieiee oe on f ; ce', '3 eee a ie - eg']"
184,['| 13 |sPocEmployeeName* ———|B.Hemalatha']
185,"['GSTIN No. 36AABCI1964R1Z0 Tel :040-27813791,27818783', 'CIN : U72200DL1 987PTC026587 Telefax :040-27818305', 'OPEN MARINE POLICY NO : ""2414201943290600000"" PERIOD 30/99/2017 TO 29/09/2018']"
186,[]
187,"['9 |item/servicecode', '18 |sPocemployeeD 00999', '21 |spocHoDName —|PrkSMMury']"
188,"['GSTIN No. : 29AACFT3663L1ZP ESI No. : 4900-024064-0000604 Bank : Indian Bank, Malleswaram', ': 15°C, 25°C,| 988346 | Hygro Clock with BRHM004/| 2000.00 % 2000.00', ': 15°C, 25°C,| 988346 | Hygro Clock with BRHM004/| 2000.00 % 2000.00', '2 |: 15°C, 25°C,| 988346 | Hygro Clock with NA BRHM005; 2000.00 | 100; % 2000.00', '2 |: 15°C, 25°C,| 988346 | Hygro Clock with NA BRHM005; 2000.00 | 100; % 2000.00', '2 |: 15°C, 25°C,| 988346 | Hygro Clock with NA BRHM005; 2000.00 | 100; % 2000.00', '2 |: 15°C, 25°C,| 988346 | Hygro Clock with NA BRHM005; 2000.00 | 100; % 2000.00', 'Tel : +91 80 43688889, 23344723 Telefax : 23440676 Email: info@transcaal.com Website“ wuwieess on |', 'Tel : +91 80 43688889, 23344723 Telefax : 23440676 Email: info@transcaal.com Website“ wuwieess on |']"
189,"['oo.00ns | 3 | 00.t | o0.000S |so0MHA) = AM | ali kool eipyH anenpe [Oras Ovar., t | |', '00 0008 3 §| OOF | 00.0005 | 200MHHAE AV | tiny dolD owyH | abfse@ O°AC O°at:| §']"
190,"['GSTILN No. : 29AACFT3663L1ZP ESI No. : 4900-024064-0000604 Bank : Indian Bank, Malleswaram', 'PAN No. : AACFT3663L PF >: BGBNG004205200 OD A/c. No. : 446626407', '_cGsT | 0 — -', 'Tel : +91 80 43688889, 23344723 Telefax : 23440676 Email: info@transcaal.com Website : www transcaal.com =', 'Tel : +91 80 43688889, 23344723 Telefax : 23440676 Email: info@transcaal.com Website : www transcaal.com =', 'Tel : +91 80 43688889, 23344723 Telefax : 23440676 Email: info@transcaal.com Website : www transcaal.com =']"
191,[]
192,"['et 2) a Wee? esas en Ul Preece biseces ‘CostNo | | tt Tt eth 1 Qhbiceetiele es +t) i f Pere = eight Mbit che iaatet Hatt ig Rs Haltin Rs. 1 Rs. Selstarecrs Ts tht v igh’ Rs. ; R eas se: - 4 4 ht teh', '| 3 | 1800413157 | 133957 |30.11.18|-)/AfA | Arp. | HOWRAH | 1,500 | 7863 | | | | | | | | | | | [| 7,863 |', '| 3 | 1800413157 | 133957 |30.11.18|-)/AfA | Arp. | HOWRAH | 1,500 | 7863 | | | | | | | | | | | [| 7,863 |', '| 3 | 1800413157 | 133957 |30.11.18|-)/AfA | Arp. | HOWRAH | 1,500 | 7863 | | | | | | | | | | | [| 7,863 |', '| 4 | 1800413158 | 133957 _|30.11.18|.7/92+ Arpt | HowrAH | 1500 | 7863 | | | | | | | | |] | [| 7863 |', '| 4 | 1800413158 | 133957 _|30.11.18|.7/92+ Arpt | HowrAH | 1500 | 7863 | | | | | | | | |] | [| 7863 |', '| 4 | 1800413158 | 133957 _|30.11.18|.7/92+ Arpt | HowrAH | 1500 | 7863 | | | | | | | | |] | [| 7863 |', 'TEPER LT PSGDELTSEA LS GL Ei 21 LULL URED) 1) sGeoss BPbVaIoes SFE hi Le ED iS ES bEGU EPO R SLES Tt 15 35951 BESS EL Ete ie) PPPS OOOH EPS PUGS Pia bie eaL ibs esta sib ait TE St bet dl 4 £5 0a d 3a aSe|', 'TEPER LT PSGDELTSEA LS GL Ei 21 LULL URED) 1) sGeoss BPbVaIoes SFE hi Le ED iS ES bEGU EPO R SLES Tt 15 35951 BESS EL Ete ie) PPPS OOOH EPS PUGS Pia bie eaL ibs esta sib ait TE St bet dl 4 £5 0a d 3a aSe|', '[| TruckNo __[xaogcasa3_[TATAACC{ ] BOLERO[ ] GMT JOMT( ]16MT( Vi 1eMT(_] 2IMT_] 40FTTAWOR( ] actual Weight MT | 13890]re6% | [Market] OwnerFleet{ VY', '[| TruckNo __[xaogcasa3_[TATAACC{ ] BOLERO[ ] GMT JOMT( ]16MT( Vi 1eMT(_] 2IMT_] 40FTTAWOR( ] actual Weight MT | 13890]re6% | [Market] OwnerFleet{ VY', '\\| “[DateofDispatch ‘| 3018 _[eilNo | __1266]A)ContractRate | —‘72816 me | _ Service Accounting Code(SAC)::996511 ss |[A)lateDelivery |', '\\| “[DateofDispatch ‘| 3018 _[eilNo | __1266]A)ContractRate | —‘72816 me | _ Service Accounting Code(SAC)::996511 ss |[A)lateDelivery |', '\\| “[DateofDispatch ‘| 3018 _[eilNo | __1266]A)ContractRate | —‘72816 me | _ Service Accounting Code(SAC)::996511 ss |[A)lateDelivery |']"
193,"['Gt BZ 1.0. N.D. Towers, 9/2G, TOPSIA Road, 3rd Floor, Kokatta - 700046. |CONSIGNEE COPY ( )|-. Ka.09-c-s633 ee vo 1339 57 ;', 'Gt BZ 1.0. N.D. Towers, 9/2G, TOPSIA Road, 3rd Floor, Kokatta - 700046. |CONSIGNEE COPY ( )|-. Ka.09-c-s633 ee vo 1339 57 ;', '| Phone : 4065 1010, 3260 re aa id / 1542 / 8994 TRUCK COPY ( ck Capacity : a ci: ie :', 'Fax : 9133 40651009 E-mail : admin@jaidurgagroup.com signment Date’:', '| { owes = SaeNe- om? = Oy 3158, — - a wae { 3', 'i (® \\ ‘ Departure Date 90.11.2018 | iy']"
194,"['Sizgh5 2ESSSR5 PeeeE S 2 ge®', 'opts gh 2 35 gf 2 Sh | sb', '48 sez? ZerSssSigs 2 ges © Ja % oes)', 'Hu Hg I ly mre) 3 SE', 'eea3% z 28 eszfiegé . aid > a é : = 8']"
195,"['| 1 | 1800413681 | 133990 |11.1218/466 Jo ‘“amer | aHmeDABAD =| 1,730 | 5a69 | | | 200) | | | | | | | | 7869!', '| 1 | 1800413681 | 133990 |11.1218/466 Jo ‘“amer | aHmeDABAD =| 1,730 | 5a69 | | | 200) | | | | | | | | 7869!', '| 1 | 1800413681 | 133990 |11.1218/466 Jo ‘“amer | aHmeDABAD =| 1,730 | 5a69 | | | 200) | | | | | | | | 7869!', '| 4 | 1800413684 | 133990 |11.1218| 7egm| “arer._—|—anmenasan | 1,730 | ssee | | | | | 6', '| 4 | 1800413684 | 133990 |11.1218| 7egm| “arer._—|—anmenasan | 1,730 | ssee | | | | | 6', '| 4 | 1800413684 | 133990 |11.1218| 7egm| “arer._—|—anmenasan | 1,730 | ssee | | | | | 6', '| 4 | 1800413684 | 133990 |11.1218| 7egm| “arer._—|—anmenasan | 1,730 | ssee | | | | | 6', '\\) ee — ie Cee elles Were tS ee eee ie | ee i - -', 'i a OK Oo LL 000 | __ Service Accounting Code{SAC) ::996511_ A) lateDelivery  =§ {| /| JOO _']"
196,"[':: H.0, : N.0,J\' “ers, 9/2G, TOPSIA Road, 3rd Floor, Koluitta - 700 046, ONSIGNEE COPY ( )|/""""° Gs-01-0x-0917_| Consignment Note no. 1133990 i', ':: H.0, : N.0,J\' “ers, 9/2G, TOPSIA Road, 3rd Floor, Koluitta - 700 046, ONSIGNEE COPY ( )|/""""° Gs-01-0x-0917_| Consignment Note no. 1133990 i', 'ax : 9133 40651009 E-mail : admin@jaidurgagroup.com Consignment Date __ ;', '| | ‘AIDURGA GROUP URL : jaidurgatransport.com ACCOUNTS COPY ( ) 11.42.2018 { ,', 'BT Regn Wo, Loca GST No : 37AABCAS284E1ZC GST No : 24AABCA9264E12V oT Regn No. local? GST -No: 24AABCA9264E12V «gQ', 'Te sors| |__| __[Irvoice____| sgooe13601, e00413062,1900419609,10004 J']"
197,"['sist G Sse * 2 2 . g 5', 'ay (ESe eee 5 i : B 3°', 'reeked Gibabil efiyei ty | 4 Hl', 'i oe <5 5 Ss & 8 i: : 3 3 J le 2 oe', 'z : o 8 & a2 8 e 2 8 2 s San', 'z : o 8 & a2 8 e 2 8 2 s San', 'ie ee Beokes 28 4.8 S| 2 : - BE', 'es 2: $2 ee eto seh Ss 2 e5ei53 aa', 'Be aE 33 es i 3 eet 2 23S"" 53 er', 'Be aE 33 es i 3 eet 2 23S"" 53 er', 'Sie fig. se Cis Oe 07']"
198,"['Proposed Date ofDelivery | 04.12.2018 [ei Amounth 362m | SS Teablevae | _a3727 (a) tate PoDsubmision| ||', '2 8 DEC 2018']"
199,"[': Ceit.: 9880802001 ACCOUNTS COPY ( ) 30.11.2048 (=', 'c Tannor: Industrial Battery Division 1 Address:gala no 18,19 & 20, Consignee : gala no 18,19 & 20, ¥ 3', 'c Tannor: Industrial Battery Division 1 Address:gala no 18,19 & 20, Consignee : gala no 18,19 & 20, ¥ 3', '( GST No : 37AABCAS264E1ZO GST No : 27AABCA9264E12P GST No: 27AABCA9264E12P { x]', '( GST No : 37AABCAS264E1ZO GST No : 27AABCA9264E12P GST No: 27AABCA9264E12P { x]']"
200,"['found perishable for more than 12 hrs. - 17. Inrespect of goods consigned to places beyond the limits of the Company the responsibility of the Company will 2 [', 'Truck No. Ly 2 i) “f >| ¥ D, No. 3-32, Bazaar Street, No.217, Maruti Chamber, Near Krishna Petrol Pump, | Shail Park, Phase - II, |', 'Truck No. Ly 2 i) “f >| ¥ D, No. 3-32, Bazaar Street, No.217, Maruti Chamber, Near Krishna Petrol Pump, | Shail Park, Phase - II, |', 'pA * Near Bus Stand, Near Telephone Exchange, N.H. - 8/ Gamdi, Plot No. 55, SEC-15,', 'Reported Date (7) tp 0 (v . Time: 1/0 +00 A Renigunta - 517520 Kalamboli, Navi Mumbai (MH) Anand - 388001. (Gujrat) | Chikhali, Pune - 411019 (', 'Reported Date (7) tp 0 (v . Time: 1/0 +00 A Renigunta - 517520 Kalamboli, Navi Mumbai (MH) Anand - 388001. (Gujrat) | Chikhali, Pune - 411019 (', 'Reported Date (7) tp 0 (v . Time: 1/0 +00 A Renigunta - 517520 Kalamboli, Navi Mumbai (MH) Anand - 388001. (Gujrat) | Chikhali, Pune - 411019 (', '¢ j Mobile : 09030993145 Mobile : 090040 92495 Mobile : 09725014697 Mobile : 09730088445', '¢ j Mobile : 09030993145 Mobile : 090040 92495 Mobile : 09725014697 Mobile : 09730088445', 'Unloaded Date ( € { [2] q x time: S + \\o 09047293145 | 099040 92492 09879426248 0996014468']"
201,[]
202,[]
203,"['Chennai - 600 110. Cell : 9600054028, See Email. vitlogisticschennai@gmail.com', 'Chennai - 600 110. Cell : 9600054028, See Email. vitlogisticschennai@gmail.com', 'To. ) Invoice No. 893 Date 2/12. /h t', 'isi TI GE Sosa Tew G 264 A120. °', 'Ob, Tend < 2am 7 Jl etpey fur a 4', 'Bo] 4) fj— &Y 6F6']"
204,"['a #172, G.N.T. Road, Madhavaram, Chennai - 600 110. d}x —_', "". Not responsible for Value of Goods|!'GST 5% | > ,"", ': 7 y 27 seas eaneaeneeerecsereesencecareesenssesrscesencnens A', 'IGST TAX 5% PAID BY CONSIGNOR / CONSIGNEE 7']"
205,['—— i he ¢ © 7 as : — Stine — ~~ ¢ 7 .']
206,"[': Post Box No: 1; SIDCO Industrial Estate Amnd Date : 20-SEP-2018', 'Tirupati - 517520 Tirupati - 517520', 'Battery Flux 981 RBS (Liquid) 38101010']"
207,"['5. Our bankers address: State bank Of Hyderabad, PMR complex, Opp to Corporation office, Tirupati-5 17507, Ph-0877-220153.']"
208,"[': Post Box No: 1; SIDCO Industrial Estate Amand Date : 25-AUG-2018', 'Tirupati - 517520 Tirupati - 517520', 'Battery Flux 981 RBS (Liquid) 38101010']"
209,"['5. Our bankers address: State bank Of Hyderabad, PMR complex, Opp to Corporation office, Tirupati-5 17507, Ph-0877-220153.']"
210,"[': Post Box No: 1; SIDCO Industrial Estate Amnd Date : 17-JUL-2018', 'Tirupati - 517520 Tirupati - 517520', 'Battery Flux 981 RBS (Liquid) 38101010', 'Battery Flux 981 RBS (Liquid) 38101010']"
211,"['ola ST TATIDITAD TT DDT ATL oo oe sto | CPOE BEES TUSPED iss esa Daa sss 2 rT ST oP SP', 'Uiesde ote —_|_ 388. —ferpaparetioate 1 .efo] [9 Tension soot Th — GH} See RL 2343.000 [Net Poyabiesns. TP', 'Uiesde ote —_|_ 388. —ferpaparetioate 1 .efo] [9 Tension soot Th — GH} See RL 2343.000 [Net Poyabiesns. TP']"
212,"['TransactionID —: 128786 RFID No : 8231986', 'Date : 11.12.2018 Time ; 23:37:48 P Jyothi Kumar']"
213,"[': Phone : 4065 1010, 3260 hg a! 1224 / 1542 / 8994 TRUCK COPY () ruck Capacity * JOT.', ': Fax : 9133 40651009 E-mail : admin@jaidurgagroup.com 2iMT Consignment Date __: i', 'JAI DURGA GROUP URL : jaidurgatransport.com ACCOUNTS COPY ( ) 12.12.2018 c.', '{ F | Nend 5. Rattan tl , 266 SOR BC ‘ f ;', '{ F | Nend 5. Rattan tl , 266 SOR BC ‘ f ;', 'ned At Aatter \\SAi 877 580 Bp) "" "" 1 00 71M']"
214,"['Sze g z $3 5 2 2 é 5 | |', '2 5 = 2 rE . - e 2 hc g', '® 2 3 gies 2 23 = 3 = get', 'zee ge q te ie 7 a 3 j iets 225', '5 2g > =e: es aa 5 gt 8|23i3 | es', '5 2g > =e: es aa 5 gt 8|23i3 | es', 'ez bs y Be > § a8 eee & 23% ce ece', '| 2s SSE ge a3 25% ags : Sie : . 5 AL:', '8 8 $2 = » S233 < © § S 8 w se: <= 5|2 5s', '8 8 $2 = » S233 < © § S 8 w se: <= 5|2 5s', '8 8 $2 = » S233 < © § S 8 w se: <= 5|2 5s', '5. Sos SE>= dE sey 5 Eos 5 Z 8', '5. Sos SE>= dE sey 5 Eos 5 Z 8', 'Es 325 32 SEG tee B28 223 a < (Ble, =| |> ex 5 ;', 'dah 2525 paectieeas gla|s 4 i', 'ea a 5 SkqQiE wae 53']"
215,"['jazi H i Hii af2 e i ii : Hl He ; j LE [fi Ps | He Tax Invoice (Freight Invoice) © l see he i 7 FB: ‘ ¥ ; {| 13% a ib fe gee Ti Pray Fie : Bi 4', 'ii [Date of Dispatch |S OS.12.18 [BIINo [1269/1270 fA) ContractRate_ | 72816) Y Service Accounting Code(SAC) ::996511__—[A) late Delivery |', 'ii [Date of Dispatch |S OS.12.18 [BIINo [1269/1270 fA) ContractRate_ | 72816) Y Service Accounting Code(SAC) ::996511__—[A) late Delivery |']"
216,"['+ ie | : Gk: © for | soit Hin', '3 ‘Phone’: 4065 1010, 3260 7080, 3257 1224 / 1542 / 8994 TRUCK COPY Sos SoPene | A oe', '| Fax : 9133 40651009 E-mail : admin@jaidurgagroup.com Consignment Date: ; - By', '4Al DURGA GROUP URL : jaidurgatransport.com ACCOUNTS COPY ( ) 05.12.2018 { a', "": oes Th) . . 5 I erie ; / 5 oY e oj g'e | ‘ AZ ae"", 'r Ain fr: 45-1)']"
217,"['| Bese 8 s& 5g 8', '| Bese 8 s& 5g 8', 'eye a 8 c3 % * 2 oO 2', 'eye a 8 c3 % * 2 oO 2', 'sisi # Seti g 2g 2 8 3 ieee', 'gSee 8 Bets 2 - % § = 3 3', 'Ss8852 EFS EEE S $% 8 2 £ g 5 ?', '¥ seg2 of poo 2 = _ 3 ° : a', 'SBE SS 8 oY§ SBE & or £', '8 a GE ae eS £ § 6s 0', 'Sat Ss x Eo 7S 3 ne a 2%', 'pete’ eegeiks feakg.g ¢ | 3 : ae', '+ S0GD 8 B%2255 > fe soupe $3 2 2s', 'Sages SSassie52esS>ur2>F #| E 222', '(63 6 Bap e 2 Fae. ea ers 2 - be?', 'es cerpe Bee be 3 2 fie 2 ge', 'Soe 2 SE §e 28s fF yo Y a £9 §&', 'Fe Ble ath nie Se le “GE 5 3 S £ a| & 3 tii 2', 'Fe Ble ath nie Se le “GE 5 3 S £ a| & 3 tii 2', 'Fe Ble ath nie Se le “GE 5 3 S £ a| & 3 tii 2', 'So £4 23 #2 $25 Es & % - Si > : 5 zon', '2-2 SERZ5 ge cei ESE 8 seh pS gE apy SEN [bs', '2-2 SERZ5 ge cei ESE 8 seh pS gE apy SEN [bs', 'Su ass 36 B58 532 gS s|833262 ~ \\ad oe e2', '8 Sopae 222803 ses SR es S| 22ze ais” ere 5 te ica', '8 Sopae 222803 ses SR es S| 22ze ais” ere 5 te ica', '8 Sopae 222803 ses SR es S| 22ze ais” ere 5 te ica', 'a 5 aes efvtsa sos c es © ~ ek tive , 4 ""ee', 'gS SuoGE ses eo B62 a avs ae o|a a 2 eps f gH 2S', 'Se 85353 ¢2585. £88 2 883 | ¢ = 3 8', '| 8 82ee5 See c88.288 8 225 | EY El tas wavetl (663', '| $8 G25 SStscece es = 89% ae oe $i', '| £2 £2385 goosSedsstys 28 Dic 4) £.%', '| £2 £2385 goosSedsstys 28 Dic 4) £.%', '<= 5955 eee gi igh tes e ye S ies 7 Ble 58', '8 8 e-Se¥ Sse eeES ga§ D> wo 3 ou ce Falk ess', '8 8 e-Se¥ Sse eeES ga§ D> wo 3 ou ce Falk ess', '~ s¥aznu = eofvs 8 9 “23a c a 3', '23 ef3 8 52°SS2882 £ 533 = = 1 ~<A e', '23 ef3 8 52°SS2882 £ 533 = = 1 ~<A e', 'SE Gog 22 F223 2Fa258e8 55 os FleIm Y iz |', '£L° Bs « 26> S2seesegEs 2 we =< “:', '32,8888 gae5Sasbegsetse83 ea ie ~ 13', '| ees seg 2 SEEGTSE REESE Se EEE ; 3 5 Od O¢ ie', 'aos no o6U¢ wv b6Xaoa S AAG é § z- g\\ 2 =) 5 |']"
218,['1 swe | wwe icsaol HET “| noo | runelaoom| | | | | mf | || | 1 [aml aml moa']
219,"['‘ct <4» DGFC DELHI GUIARAT FLEET CARRIERS (P) LTD.|CONSIGNOR COPY( J] 1 su 9, ac aranlconsionmem ne mp, 9 F027 C.', '‘ct <4» DGFC DELHI GUIARAT FLEET CARRIERS (P) LTD.|CONSIGNOR COPY( J] 1 su 9, ac aranlconsionmem ne mp, 9 F027 C.', 'From: Amara Raja Batteries Limited BiITo-Amara Raja Batteries Ltd 1 Amara Raja Batteries Ltd 8', 'ey * GSTIN : GST No : 37AABCA9264E1ZO GST No : 24AABCA9264E12V GSTIN GST No: 24AABCA9264E12V ri :', '7 Fiat? LAA Z ra (Veo 2/1. 4']"
