docNo,items
343,"['SS --- ORG', 'Delivery Challan ISO --- PERSON', 'Certified Company --- ORG', 'Sreertidhi Raja Packing Solutions Pvt --- ORG', '1 --- CARDINAL', '& Mfg --- ORG', 'IDA --- ORG', 'Gajulmandyam --- PERSON', 'Chittor --- PERSON', 'sreenidhiraja.pspla@gmail.com --- EMAIL', 'srinidhiraja2006@gmail.com --- EMAIL', 'State - Andra --- ORG', 'State --- ORG', 'Code - 37 --- PRODUCT', 'Packing Solutions --- ORG', 'Invoice No. | Dated --- INVOICE', 'Coonan SRPSPL-ARG/0625 --- PERSON', '8-Dec-2018 --- PERSON', 'Alat illage --- PERSON', 'andriga anda Ce --- PERSON', 'Delivery Note\nGSTIN/ --- PRODUCT', 'UIN --- ORG', '37AAPCS8924D1ZX --- CARDINAL', 'Andhra --- GPE', '37 --- CARDINAL', 'sreenidhiraja.pspli@gmail.com --- EMAIL', '625 --- CARDINAL', 'aa -\n --- ORG', '{IBD Il --- PERSON', '1100091880, 88853, --- DATE', '84577 --- DATE', '76733 --- CARDINAL', '75821 --- DATE', '2p --- CARDINAL', 'TOOR --- ORG', 'Andhra --- GPE', '37 --- CARDINAL', 'ULL AP --- ORG', '120 26AH --- CARDINAL', 'BOX-REGULAR | 48191010 | 897-016 --- PRODUCT', '29,460.00 --- CARDINAL', '2 130 --- CARDINAL', 'CARTON --- ORG', '897 --- CARDINAL', '2,600 --- CARDINAL', '29.15 --- CARDINAL', '75,790.00 --- CARDINAL', '100 --- CARDINAL', '897 --- CARDINAL', '2,000 --- CARDINAL', '36.91 --- CARDINAL', '4 --- CARDINAL', '897 --- CARDINAL', '280 --- CARDINAL', '29.15| --- CARDINAL', '25 150 --- CARDINAL', '897 --- CARDINAL', '500 --- CARDINAL', 'nos 49.88| nos --- ORG', '24,940.00 --- CARDINAL', '2,12,172:00 --- CARDINAL', 'CGST --- ORG', '° --- CARDINAL', 'Pee Ore\n --- ORG', 'Six Hundred --- TIME', 'HSN --- ORG', '48191010 --- CARDINAL', '2,12,172.00 --- PRODUCT', '6%| 12,730.32| --- PERCENT', '6% --- PERCENT', 'INR Twenty Five Thousand --- ORG', 'Sixty Four paise --- MONEY', 'Only\nDeclaration --- LAW', 'Sreenidhi Raja Packing Solutions Pvt Ltd --- ORG', '3 --- CARDINAL', '72 --- CARDINAL', 'Signator\n --- PERSON', 'This Is a Computer Generated Involce --- ORG', '24 hours --- TIME', '24% --- PERCENT']"
344,"['7 --- DATE', '° --- CARDINAL', '7 7 --- CARDINAL', 'pais) --- ORG', '008 --- CARDINAL', '¥ --- CARDINAL', '7 --- CARDINAL', '4254 --- CARDINAL', 'pridoe4d --- ORG', '7 --- CARDINAL', 'wh\n --- ORG', '7 --- CARDINAL', '7 --- CARDINAL', '™% --- PERCENT', '4 --- CARDINAL', 'mae ay 1 4 7 --- PRODUCT', 'sai --- ORG', 'ATEYDNEMYU --- PERSON', 'Sor lacde sahhnad pimMr --- PERSON', 'Phin \\ fe --- ORG', '7 --- CARDINAL', '4 --- CARDINAL', 'ys AO TIA Ares --- PERSON', '3° --- QUANTITY', '3% --- PERCENT', 'JhSEBZDIAA | --- PRODUCT', '¥ --- CARDINAL', 'retns --- PERSON', 'ac* . 4 --- ORG', '= --- ORG', 'VE --- ORG', '4 --- CARDINAL', 'pas\n --- ORG', 'tir J --- PERSON', 'Taye es oy --- WORK_OF_ART', '\\\n --- PERSON', '2 --- CARDINAL', 'TUNE ES\n --- ORG', 'Srerso --- PERSON', 'al sv --- PERSON', 'avi --- PERSON', 'rqae --- PERSON', '4 --- CARDINAL', '5 --- CARDINAL', '3 --- CARDINAL', '3 74 --- CARDINAL', 'Wy --- GPE', '7 --- CARDINAL', 'ci Le --- PERSON', '7 --- CARDINAL', '4 --- CARDINAL', 'zyhy| Tf --- PERSON', 'Pty Tire & --- ORG', 'eo\n --- ORG', '7 --- CARDINAL', '4 5 --- DATE', '7 --- CARDINAL', 'Sy Datiee sy --- ORG', 'Ky --- ORG', 'Bal RNOom --- WORK_OF_ART', 'Dn --- ORG', '= --- ORG', 'nae\n3 --- ORG', 'la % --- PERCENT', 'fe --- GPE', '¥ --- CARDINAL', '4 --- CARDINAL', 'ros --- PERSON', '4 --- CARDINAL', '7 --- CARDINAL', '2 --- CARDINAL', '+\n --- ORG', 'ede Ap --- PERSON', '=\n --- ORG', 'ia --- GPE', 'pgheme tema --- PERSON', 'oie --- ORG', 'Ae t --- PRODUCT', '3h --- CARDINAL', '4 7 --- CARDINAL', '= =s --- WORK_OF_ART', '5 --- CARDINAL', 'sain e* --- PERSON', '6 & t --- WORK_OF_ART', '1 --- CARDINAL', 'Sa --- ORG', 'J ai --- ORG', '2 L m --- MONEY', '754 --- CARDINAL', 'sunemslh de Whuwilp --- PERSON', 'SS --- ORG', '7 7 --- DATE', '7 --- CARDINAL', '55 --- CARDINAL', 'Stel bak --- PERSON', 'dion --- PERSON', 'aj eel --- PERSON', 'bance aie ee --- PERSON', 'o—- --- WORK_OF_ART', 'De Sancti Bl tlle --- PERSON', 'SA STON Ma il sc. --- PERSON', 'gh li --- PERSON', 'P= Lact --- PERSON', 'Fass Me Sst --- PERSON', 'eS See SPS OS --- ORG', 'SE\n --- ORG', '26 --- CARDINAL', 'SS --- ORG', '7 --- CARDINAL', 'ES J --- PRODUCT', 'anc --- ORG', 'pe eee eee\n --- ORG', '_ -BSHSYTH --- PRODUCT', 'SSS --- PRODUCT', 'GREG JSS PSS ob --- PERSON', 'Pei Se Sts --- PERSON', 'SS --- ORG', 'Sf --- ORG', 'Sete --- ORG', 'ge\n --- ORG', 'Se OE ae --- ORG', 'Se --- NORP', 'Lee\n --- PERSON', 'Sa --- ORG', 'eee pe ly ape --- PERSON', 'Pat ee ny --- PERSON', 'Pe Bae ee ees Oe --- PERSON']"
345,"['Certified Company\n --- ORG', 'Sreenidhi Raja Packing Solutions --- ORG', '1 --- CARDINAL', '& Mfg --- ORG', 'IDA --- ORG', 'Gajulmandyam --- PERSON', 'Chittor --- PERSON', 'sreenidhiraja.pspla@gmail.com --- EMAIL', 'srinidhiraja2O06@gmail.com --- EMAIL', 'Selanne\n --- PERSON', 'State - Andra Pradesh --- ORG', 'State --- ORG', 'Code - 37 --- PRODUCT', '9119123088 --- CARDINAL', 'Invoice No. Dated\n --- INVOICE', 'SRPSPL- --- ORG', 'Vi --- PRODUCT', '626 --- CARDINAL', 'ae OC --- ORG', 'Amara Raja Batteries Ltd --- ORG', 'Sa --- ORG', 'Andhra --- GPE', '37 --- CARDINAL', 'HSN --- ORG', 'Pkgs --- ORG', '1 --- CARDINAL', '897 --- CARDINAL', 'nos 24.51| nos --- ORG', '19,853.10 --- CARDINAL', '19,853.10 --- CARDINAL', 'ES O --- PRODUCT', 'E\n --- ORG', 'Nineteen Thousand Eight Hundred Fifty Three --- DATE', 'Ten paise --- MONEY', 'SAC PS --- ORG', 'AEE --- ORG', 'NIL --- ORG', 'Sreenidhi Raja Packing Solutions Pvt Ltd --- ORG', 'Signato\n --- PERSON', 'This Is a Cornpuler Generated Invoice\n --- ORG', '24 hours --- TIME', '24% --- PERCENT', 'ES hp --- PRODUCT', 'CL De --- ORG', 'aa mL --- ORG', 'ed Pangcris Seal aR AE ay --- PERSON', 'age om Re Pe CE ft Lami --- PERSON', 'SL --- ORG']"
346,"['See % --- PERCENT', 'LSC --- ORG', '5 --- CARDINAL', 'Sec --- ORG', 'SANGARLIPALEN\n --- LAW', '|\n| | |\n --- LAW']"
347,"['Certified Company --- ORG', 'Sreenidhi Raja Packing Solutions --- ORG', '1 --- CARDINAL', '& Mfg --- ORG', 'Sned no.4 --- GPE', 'IDA --- ORG', 'Gajulmandyam --- PERSON', 'Chittor --- PERSON', 'sreenidhiraja.pspla@gmail.com --- EMAIL', 'srinidhiraja2O06@gmail.com --- EMAIL', '9581 442 --- DATE', 'State - Andra --- ORG', 'State --- ORG', '37 --- CARDINAL', 'CIN --- ORG', '$$$ --- MONEY', 'Invoice No Dated\n --- INVOICE', 'SRPSPL-ARG/0626 --- ORG', 'FeancitomtMancial | Delivery --- ORG', 'UIN --- ORG', '37AAPCS8924D1ZX --- CARDINAL', 'Andhra --- GPE', '37 --- CARDINAL', 'sreenidhiraja.pspl|@gmail.com --- EMAIL', '626 --- CARDINAL', ""Amara Raja Batteries Ltd Buyer's --- ORG"", '1-Dec-2018 --- CARDINAL', 'Ta --- ORG', '2 --- CARDINAL', 'BANGARU PALYAM --- PERSON', 'Andhra --- GPE', '37 --- CARDINAL', 'Plame Someta cieetmeee --- PERSON', 'fe\n --- LAW', 'HSN --- ORG', 'Pkgs --- ORG', '00S --- DATE', 'Emre ee --- PERSON', '810 --- CARDINAL', 'nos 24.51| nos --- ORG', 'SSB --- ORG', '19,853.10 --- CARDINAL', 'Nineteen Thousand Eight Hundred Fifty Three --- DATE', 'Ten paise --- MONEY', '2 --- CARDINAL', 'Sreenidhi Raja Packing Solutions --- ORG', '5 --- CARDINAL', 'ae\n= --- ORG', 'Aupic --- PERSON', '24 hours --- TIME', '24% --- PERCENT', 'FN --- ORG']"
348,"['= --- ORG', '= --- ORG', 'Ki --- PERSON', 'pt ei --- ORG', 'Vip i J y --- ORG', 'TRL att witaviled --- ORG', 'Maes --- PERSON', 'ras rte --- PERSON', 'fs --- ORG', 'r y ae 7 --- PRODUCT', ""4 w ' --- WORK_OF_ART"", '2 --- CARDINAL', '7 --- CARDINAL', 'ho UAV Sri --- ORG', 'eae Fo --- ORG', 'OM --- ORG', 'TD --- ORG', '6 --- CARDINAL', '7 --- CARDINAL', '2s 2 --- QUANTITY', 'sibpi tt Hae --- PERSON', ""fe b¢F ' --- ORG"", 'Gy Nap Ee Re es --- PERSON', 'Lo\n --- PERSON', '7 --- DATE', 'ae\n --- WORK_OF_ART', 'NODUBA Shs OOS --- PRODUCT', '¢ --- CARDINAL', '4 --- CARDINAL', 'ga --- ORG', 'Af --- ORG', 'L ea tg --- PERSON', ""fcigrt c's --- ORG"", '7 --- CARDINAL', 'y\n --- ORG', '4 --- CARDINAL', '7 --- CARDINAL', 'eihipes --- PERSON', '¢teal --- CARDINAL', 'lee MEY\n --- WORK_OF_ART', 'Yrs pare --- PERSON', '1 --- CARDINAL', '7 --- CARDINAL', 'leBhe Pade --- PERSON', '4 --- CARDINAL', '° --- CARDINAL', 'ITT --- ORG', '7 --- CARDINAL', 'Neds --- WORK_OF_ART', '5 --- CARDINAL', 'Fr --- CARDINAL', '1 --- CARDINAL', '7 --- CARDINAL', 'rs PU 4 - ‘ --- PERSON', 'uw --- ORG', '4 --- CARDINAL', '7 % --- PERCENT', '7 --- CARDINAL', '2 --- CARDINAL', '®\n-\nm --- ORG', '1 --- CARDINAL', '1 --- CARDINAL', '7 --- CARDINAL', 'K\n --- ORG', '2 --- CARDINAL', '- -\n --- ORG', '5 --- CARDINAL', '7 --- CARDINAL', '7 --- CARDINAL', 'nam --- GPE', '7 --- CARDINAL', '5 --- CARDINAL', 'ie - --- NORP', '¥ --- CARDINAL', 'Ee\nots : --- ORG', 'Tae ees aie --- PERSON', 'Wlatinly --- ORG', 'C --- ORG', 'eS eS eee --- ORG', 'Dini ett ats einaitlaslglig --- PERSON', 'eaipttes tle tnletannttiattitnt --- PERSON', 'RE --- ORG', 'a SSSorty Iw saree ce st ps es =s --- PRODUCT', '25 --- CARDINAL', 'S= --- PERSON', 'Sa Se — el --- PERSON', 'Ten --- CARDINAL', '7 --- CARDINAL', '2 --- CARDINAL', 'SSS --- ORG', 'eS\n --- ORG', '7 --- CARDINAL', '| z --- WORK_OF_ART', '7 --- CARDINAL', '4 --- CARDINAL', 'Zila Sasliivi --- PERSON', '8= --- CARDINAL', '7 --- CARDINAL', 'scion 28 --- PRODUCT', 'gen --- PRODUCT', 'ep aaa --- PRODUCT', 'pe eae ea ag oe --- ORG', 'ese --- ORG', 'eee pee aoe --- PERSON', '7 --- CARDINAL', '7 --- CARDINAL', 'tn tet --- PERSON', 'Die lim --- WORK_OF_ART', 'Btn ts nents po ee --- PERSON', '4 5 --- CARDINAL', 'SSS --- ORG', 'SS --- ORG', 'ema --- ORG', 'chs mpeg ements --- PERSON', 'ana eae ee eel oer --- PERSON', 'ishing --- PERSON', 'Siemereanee ates\n\n --- PERSON', 'Re Se Ra es eo St --- PERSON', 'Zi zs ice : --- PERSON', '5 --- CARDINAL', 'Sa eaboe --- PERSON', 'SL --- ORG', 'AG --- ORG', 'eS --- CARDINAL', 'Ree eS Se --- PERSON', 'aa ames NR lk Oe EE --- ORG', 'Sa dc --- GPE', 'Sa Sarre Ss --- PERSON', 'Le --- LOC', 'Sd Ee --- LOC']"
349,"['DON WOOD --- ORG', 'PADAVARAD\n --- ORG', 'P.O. --- GPE', 'THRISSUR --- ORG', 'KERALA --- ORG', 'Phone: 9072856764 --- PHONE', '9447056764 --- CARDINAL', 'Email: shonepackers@gmail.com --- EMAIL', '32 --- CARDINAL', '32ADUPT3331J1Z8 --- CARDINAL', 'Invoice No: 350 --- INVOICE', '5010 --- CARDINAL', 'Invoice Date: 06 --- INVOICEDATE', '1100093780/1-12-2018 --- CARDINAL', 'AMARARAJA BATT --- ORG', 'AMARARAJA BATTERIES LTD --- ORG', 'RT --- ORG', 'BANGARUPALAYAM --- PERSON', 'CHITOOR BANGARUPALAYAM --- PERSON', 'CHITOOR\nState --- ORG', 'Andhra --- GPE', '37 --- CARDINAL', '37AABCA9264E1Z0 --- CARDINAL', '37AABCA9264E120\nSI --- MONEY', 'HSN --- ORG', 'sau\n1 --- ORG', '602 --- CARDINAL', '18% --- PERCENT', '12068.10 --- CARDINAL', '79113.10 --- CARDINAL', '1.25 --- CARDINAL', '602 --- CARDINAL', '27.15]29865.00 --- CARDINAL', '35240.70 --- CARDINAL', '602 --- CARDINAL', '20239.36 --- CARDINAL', '.75 --- CARDINAL', '602 --- CARDINAL', '12.86 --- CARDINAL', '6430.00 --- CARDINAL', '7587.40 --- CARDINAL', '5 eR 3.5 X 1.25 --- PRODUCT', '602 --- CARDINAL', '28.80 --- CARDINAL', '1400.00 --- CARDINAL', '130X4X2.5 --- CARDINAL', '602 --- CARDINAL', '240 45.14 --- CARDINAL', '10833.60 18% --- PERCENT', '1950.05 --- CARDINAL', '12783.65 --- CARDINAL', '602 --- CARDINAL', '13.54 --- CARDINAL', '6770.00 --- CARDINAL', '7988.60 --- CARDINAL', '1.25 --- CARDINAL', '602 --- CARDINAL', '20974.50 --- CARDINAL', '9 --- CARDINAL', '136 --- CARDINAL', '602 --- CARDINAL', '500 48.75 --- CARDINAL', '24375.00 18% --- PERCENT', '4387.50 --- CARDINAL', '28762.50 --- CARDINAL', 'OTAL --- ORG', '9909 --- CARDINAL', '135036.21| --- MONEY', '194645.60 --- CARDINAL', 'CGST --- ORG', '98 --- CARDINAL', 'cor fe --- ORG', '30.00 --- CARDINAL', 'Two --- CARDINAL', '1GST --- CARDINAL', '35036.21 --- CARDINAL', '35036.21 --- CARDINAL', '229682.00 --- CARDINAL']"
350,"['sie --- ORG', 'ff --- ORG', 'Shgnetens --- PERSON', 'YS\n| --- ORG']"
351,"['| DON WOOD --- PERSON', '4 --- CARDINAL', 'PADAVARAD\n --- ORG', 'THRISSUR --- ORG', 'KERALA\n --- ORG', 'Phone: 9072856764 --- PHONE', '9447056764 --- CARDINAL', 'Email: shonepackers@gmail.com --- EMAIL', '32 --- CARDINAL', '32ADUPT3331J1Z8 --- CARDINAL', 'Invoice No: 350 --- INVOICE', '5010 --- CARDINAL', 'Invoice Date: 06 --- INVOICEDATE', '1100093780/1-12-2018 --- CARDINAL', 'AMARARAJA BATTERIES LTD --- ORG', ""AMARARAJA BATTERIES LTD ' --- ORG"", 'PP\nINDUSTRIAL BATTERY DIVISION PLANT -2 --- ORG', 'CHITOOR BANGARUPALAYAM --- PERSON', 'CHITOOR\nState --- ORG', 'Andhra --- GPE', '37 --- CARDINAL', '37AABCA9264E1Z0 --- CARDINAL', '37AABCA9264E12O --- CARDINAL', 'HSN --- ORG', '2 --- CARDINAL', '602 --- CARDINAL', '12.19)67045.00 --- PRODUCT', '79113.10 --- CARDINAL', '3.5 --- CARDINAL', '602 --- CARDINAL', '44579999 --- CARDINAL', '27.15|29865.00 --- CARDINAL', '2.5 --- CARDINAL', '602 --- CARDINAL', '20239.36 --- CARDINAL', '500 --- CARDINAL', '12.86 --- CARDINAL', '6430.00 --- CARDINAL', '7587.40 --- CARDINAL', '1.25 --- CARDINAL', '602 --- CARDINAL', '28.80}14400.00 --- CARDINAL', '16992.00 --- CARDINAL', '2.5 --- CARDINAL', '602 --- CARDINAL', '240 45.14 --- CARDINAL', '10833.60 18% --- PERCENT', '1950.05 --- CARDINAL', '12783.65 --- CARDINAL', '602 --- CARDINAL', '18%]1218.60 --- CARDINAL', '7988.60 --- CARDINAL', '1.25 --- CARDINAL', '602 --- CARDINAL', '44979990 --- DATE', '20974.50 --- CARDINAL', '9 --- CARDINAL', '136 --- CARDINAL', '602 --- CARDINAL', '500 48.75| 24375.00 --- MONEY', '28762.50 --- CARDINAL', '|_35036.21 --- CARDINAL', '2208.0 --- CARDINAL', 'Eighty --- CARDINAL', 'CCC\n --- ORG', 'Two --- CARDINAL', '35036.21 --- CARDINAL', 'MOTALGSIS --- ORG', '35036.21 --- CARDINAL', '229682.00 --- CARDINAL']"
352,"['witnisanillls\n’ --- ORG', '2 5 --- DATE', '= -\n --- ORG', '¢ --- CARDINAL', '7 --- CARDINAL', '7 --- CARDINAL', '6 --- CARDINAL', '9 ¢ --- QUANTITY', '5 --- CARDINAL', '1 --- CARDINAL', ""+\n' --- ORG"", '5 --- CARDINAL', '7 --- CARDINAL', 'Ay ro\n --- ORG', '2 --- CARDINAL', '7 --- CARDINAL', '5 --- CARDINAL', '2 --- CARDINAL', ""Tey TJ ' --- PERSON"", 'ea --- ORG', '7 --- CARDINAL', '1 --- CARDINAL', '5 --- CARDINAL', '° --- CARDINAL', '{ oT Rg ul --- PERSON', 'pas --- ORG', '5 --- CARDINAL', '4 --- CARDINAL', 'rd\n --- ORG', '™ --- ORG', 'Berta --- PERSON', '4 --- CARDINAL', '¥ -\n --- PERCENT', 'Lint --- ORG', '8 --- CARDINAL', 'g lh ag --- ORG', '1 --- CARDINAL', '5 --- CARDINAL', '5 --- CARDINAL', '¥ --- CARDINAL', '4 --- CARDINAL', '4 --- CARDINAL', '¢ --- CARDINAL', '3 --- CARDINAL', '° --- CARDINAL', '4 --- CARDINAL', 'PN --- ORG', '4 --- CARDINAL', 'sr wusde --- PERSON', '7 --- CARDINAL', 'F Sa --- PRODUCT', 'gs gt 7 pe --- PERSON', '= --- ORG', '5 --- CARDINAL', 'ets\n --- ORG', 'Se ew eS --- PERSON', 'St je --- PERSON', '5 --- CARDINAL', '7 --- CARDINAL', '6 --- CARDINAL', '7 --- CARDINAL', 'ia --- GPE', 'SSS --- ORG']"
353,"['1 --- CARDINAL', 'G19 & G30 --- ORG', 'Park Mambakkam --- PERSON', 'Tamil Nadu --- GPE', 'India --- GPE', 'Rule 7 of GST Act --- LAW', '2017 --- DATE', '34 --- CARDINAL', '1255 --- CARDINAL', 'Invoice No : SMD879 --- INVOICE', 'Invoice Date: 10 --- INVOICEDATE', 'Consignee --- PERSON', 'AMARA RAJA BATTERIES LIMITED M/s --- PERSON', 'AMARA RAJA BATTERIES LIMITED --- PERSON', 'Battery “tla Unit I Small Battery Division Unit II --- ORG', 'Nunegundlapalli --- GPE', 'Bangarupalyam --- GPE', '416 --- CARDINAL', '2 1 --- CARDINAL', '37 --- CARDINAL', '2 --- CARDINAL', '37AABCA9264E1Z0 --- CARDINAL', 'MT. --- GPE', 'Rs --- ORG', '0.4% --- PERCENT', 'OO Vt\n --- ORG', 'Total 32,77,628.760 --- TOTALAMOUNT', 'FIVE --- CARDINAL', 'LAKIT LIGHTY NINE THOUSAND --- ORG', 'HUNDRED --- CARDINAL', 'SEVENTY --- CARDINAL', 'Seok Paty --- PERSON', '38,67,602.00 --- CARDINAL', 'Freight | | hie | 3 --- PRODUCT', 'SS --- ORG', 'THIRTY EIGHT --- TIME', 'SEVEN THOUSAND --- QUANTITY', 'Two --- CARDINAL', 'Total 38 --- TOTALAMOUNT', 'GSTIN Noiscorrectornot --- PERSON', 'ifanychange --- ORG', '24 hours --- TIME', 'Pondy Oxides & Chemicals Limited --- ORG', '18% --- PERCENT', 'Chennai Jurisdiction --- ORG', 'Signatory\n5 --- LAW', 'PREMJI --- ORG']"
354,"['Pondy Oxides and Chemicals Limited --- ORG', 'Cc LL |\n --- PRODUCT', 'GI 7to G19 & G30 --- ORG', 'Park Mambakkam --- GPE', '05 --- DATE', 'Tamil Nadu --- GPE', 'India --- GPE', 'Rule 7 of GST Act --- LAW', '2017 --- DATE', '34 --- CARDINAL', '1255 --- CARDINAL', 'Chittoor --- PERSON', 'Invoice Date: 10 --- INVOICEDATE', '|\n --- LAW', 'Consignee --- PERSON', 'AMARA RAJA --- PERSON', 'Small Battery Division Unit II --- ORG', 'Nunegundlapalli --- GPE', 'Bangarupalyam --- GPE', 'Chittoor --- PERSON', '37 --- CARDINAL', 'HSN --- ORG', '0.4% --- PERCENT', 'Total 32,77,628.760 --- TOTALAMOUNT', 'CGST --- ORG', 'THREE --- CARDINAL', 'EIGHTEEN --- CARDINAL', 'IGST --- ORG', '18.00 --- CARDINAL', '9/89,973.180 --- ORG', '38,67,602.00 --- CARDINAL', 'Treight | --- ORG', '0.060 --- CARDINAL', 'THIRTY EIGHT --- QUANTITY', 'SIX HUNDRED --- CARDINAL', '|\n --- ORG', '24 hours --- TIME', 'Pondy Oxides & Chemicals Limited\n1 --- ORG', '18% --- PERCENT', 'Chennai Jurisdiction --- ORG', 'PREMJI --- ORG']"
355,"['gy GST --- ORG', '7 --- CARDINAL', 'Pondy Oxides and Chemicals Limited --- ORG', 'G19 & G30 --- ORG', 'Park Mambakkam --- GPE', 'Nadu --- GPE', 'India --- GPE', 'Rule 7 of GST Act --- LAW', '2017 --- DATE', '34 --- CARDINAL', '1255 --- CARDINAL', 'Invoice No ; SMD879 --- INVOICE', 'Invoice Date: 10 --- INVOICEDATE', 'Consignee --- PERSON', 'AMARA RAJA BATTERIES LIMITED M/s --- PERSON', 'AMARA RAJA --- PERSON', 'BATTERIES LIMITED\n --- ORG', 'Battery Division Unit II --- ORG', 'Small Battery Division Unit --- ORG', 'II\n --- ORG', 'Nunegundlapalli --- GPE', 'Bangarupalyam --- GPE', '|\nBangarupalyam --- PERSON', 'Chittoor --- PERSON', '416 --- CARDINAL', '37 --- CARDINAL', '37 --- CARDINAL', 'MT --- GPE', 'Rs --- ORG', '0.4% --- PERCENT', 'Total 32,77,628.760 --- TOTALAMOUNT', 'IGST --- ORG', '18.00 --- CARDINAL', '38,67,602.00 --- CARDINAL', 'THIRTY EIGHT --- QUANTITY', 'SEVEN THOUSAND --- QUANTITY', 'Invoice Total = --- INVOICE', '24 hours --- TIME', '18% --- PERCENT', 'WY --- GPE', 'L\n| 3 --- LAW', 'Subject to Chennai Jurisdiction --- ORG', 'Signatory\n5 --- LAW', 'PREMJI --- ORG']"
356,"['PONDY OXIDES & CHEMICALS LIMITED POCL --- ORG', 'Smelter Division --- ORG', 'POCL --- ORG', '528 10 --- CARDINAL', 'December 2018 --- DATE', 'Batteries Limited\n --- ORG', 'Small Battery Division Unit --- ORG', 'II\n --- ORG', 'Bangarupalyam --- GPE', '416 --- CARDINAL', '37AABCA9264E1ZO --- CARDINAL', '1 --- CARDINAL', '0.4% --- PERCENT', 'Order No | 1100092782 --- PO', 'Dt.01.12.18\n --- ORG', 'Invoice No. & Date --- INVOICE', 'Dt --- ORG', 'Kgs 19,770k3s --- DATE', 'Rs --- GPE', 'Rs --- ORG', '38,67,G02/- --- CARDINAL', '6 --- CARDINAL', 'Transporter Name D Prakash Transport --- ORG', '7 5700 --- CARDINAL', '| 8 GSTIN --- TIME', '| 3 --- LAW', 'Pondy Oxides & Chemicals Ltd. --- ORG', 'Signatory\n --- LAW', '98843 --- DATE', '05818 --- CARDINAL', 'smd@pocl.co --- EMAIL', '|\nEncl --- PERSON', '™ --- ORG', 'G17 - G19 & G30 - G32 --- ORG', 'SIPCOT Industrial Park --- FAC', 'Sriperumputhur --- PERSON', 'Mampakkam --- PERSON', 'Kancheepuram Dist - 602 105 --- PERSON', 'Phone: +91 - 44 - 2716 8064 --- PHONE', 'E-mail : info@pocl.co.in --- EMAIL', 'www.pocl.co.in\n --- ORG', '33651681326 --- CARDINAL', '2003 - 2004 --- DATE']"
357,"['813 --- CARDINAL', '19.770 --- CARDINAL', 'aa\n --- ORG', '1017 --- CARDINAL', '3 --- CARDINAL', 'Po --- PRODUCT', '5 --- CARDINAL', '7 --- CARDINAL', '8 --- CARDINAL', 'ek --- PERSON', '1007 --- DATE', '12 --- CARDINAL', '13 --- CARDINAL', '14 --- CARDINAL', '15 --- CARDINAL', '18 --- CARDINAL', '19 --- CARDINAL', 'Sw --- ORG']"
358,"['Lrp | --- PERSON', 'ENTRY SL --- WORK_OF_ART', 'SG\n --- ORG', 'mmpencasmess Ag --- ORG', '°7 --- CARDINAL', 'wandllla UX meio --- ORG', 'PARUIPALEN --- ORG', '207 --- CARDINAL', '2 --- CARDINAL']"
359,"['| AMARA RAJA BATTERIES LIMITED.UNIT-II --- PERSON', 'Nunegundla Palli --- PERSON', 'Bangarupalyam --- GPE', 'Andhra --- GPE', 'Pradeesh --- PERSON', 'India --- GPE', 'Date 11/12/2018 --- INVOICEDATE', '6795 --- CARDINAL', '00006 --- CARDINAL', 'Transporter Name D PRAKASH --- ORG', '879 --- CARDINAL', 'Date 10/12/2018 --- INVOICEDATE', '19 --- CARDINAL', '770 kg --- ORG', 'DeliveryNoteNumber\n --- ORG', '11/12/2018 --- INVOICEDATE', '07:35:57 AM --- TIME', 'Gross Weight --- PERSON', '28 --- CARDINAL', '11/12/2018 --- INVOICEDATE', 'Tare Weight --- PERSON', '8930 --- DATE', 'Signature --- PERSON']"
360,"['SareVvranr\n --- ORG', 'sone te Sip\n --- PERSON', 'Oso e532 --- PERSON', '6E6& ro --- ORG', '|5\n= --- ORG', '3 --- CARDINAL', '™ S\n --- ORG', 'Ci\n --- PERSON', '9 --- CARDINAL', 'wodoo4 --- ORG', '5 --- CARDINAL', 'ArdnsF --- PRODUCT', '5 --- CARDINAL', '7 --- CARDINAL', '5 --- CARDINAL', '25 --- CARDINAL', '= --- ORG', '2 --- CARDINAL', 'ae SE\ns --- ORG', '2 --- CARDINAL', '1 --- CARDINAL', 'Swe\n --- ORG', 'ae Ss\n --- ORG', 'ROSS Bo\n --- PERSON', 'FSS\n --- ORG', 'arn --- PRODUCT', 'BBO\n --- ORG', 'a2rzZzZz --- PERSON', 'SS --- ORG', '3 --- CARDINAL']"
361,"['Kanchipuram Road --- FAC', 'Arigalabadi Village --- GPE', 'Takkolam --- PERSON', 'Arakkonam Taluk --- PERSON', '9789218907 --- CARDINAL', '9751761402 --- CARDINAL', '9345446994 --- CARDINAL', '9 --- CARDINAL', 'Fords --- ORG', 'hemitas --- NORP', 'M49 --- GPE', 'Sver Tod --- PERSON', 'Gerla Sralh Gabor Gisision yee ls --- PERSON', 'apc esciei --- PERSON', 'Cay --- GPE', 'STINO --- PERSON', 'cece LOMTY --- PERSON', 'yateeha --- NORP', '12 --- CARDINAL', 'M.Ton Kgs --- FAC', 'Rs --- ORG', 'Rs --- ORG', 'SeDSTA Mjorr-te --- PERSON', 'char es --- PERSON', 'ares --- PERSON', 'incclasab al --- PERSON', '2.55% --- PERCENT', 'CONSIGNORY\n --- ORG', 'NENTS --- ORG', 'ARAKKONAM --- ORG', 'ath hs --- WORK_OF_ART', 'aré --- ORG', '° --- CARDINAL']"
